longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.48,38.57,52,567,193.0,272,187,1.625,187500
-118.47,34.02,38,2163,651.0,1759,584,2.3382,297500
-121.77,36.94,18,1063,341.0,1033,313,2.0192,171300
-122.58,37.98,52,3675,649.0,1553,639,4.6905,316300
-117.74,34.1,26,2723,604.0,1847,498,2.6779,136000
-122.12,39.91,16,4006,797.0,2028,752,2.3929,77200
-118.45,34.02,41,2956,700.0,1212,645,3.4583,421900
-118.37,34.09,22,4247,1253.0,1766,1170,3.1517,341700
-118.36,33.88,26,1375,286.0,829,278,3.9844,230700
-117.81,35.65,19,1124,290.0,598,261,1.8984,54300
-122.17,37.88,32,3633,508.0,1393,506,7.6917,401800
-117.31,34.53,26,2299,496.0,1259,441,2.6125,79900
-118.18,33.95,39,2121,579.0,1991,528,2.9094,152200
-117.99,33.87,16,1689,499.0,1260,453,3.1205,174000
-122.48,37.74,52,2453,508.0,1056,453,3.6859,311800
-120.42,34.91,4,6986,1217.0,2801,1212,3.2135,212700
-117.03,32.79,17,7352,1699.0,3331,1634,2.7006,166300
-117.41,34.11,29,3999,772.0,2602,760,3.5481,105500
-118.54,34.26,23,4960,592.0,1929,586,10.9052,500001
-118.31,34.06,31,2827,1084.0,3107,993,2.0278,360000
-118.24,33.95,37,441,125.0,390,98,1.6513,90200
-122.0,38.99,39,1548,323.0,815,286,2.9489,67500
-117.6,33.72,36,1317,228.0,531,214,5.6346,272500
-121.31,38.97,16,1210,228.0,726,222,2.7083,82100
-118.12,34.68,12,5319,875.0,2439,779,4.6629,131500
-117.93,33.61,27,1806,465.0,791,358,3.8125,366700
-117.75,33.6,5,4944,1164.0,1727,948,4.9,255600
-116.95,33.31,16,2921,639.0,1838,540,2.2393,117000
-122.49,37.73,48,1190,182.0,497,199,6.2642,438500
-120.13,35.87,26,48,8.0,13,8,2.375,71300
-124.21,41.75,20,3810,787.0,1993,721,2.0074,66900
-121.84,37.27,9,3624,812.0,1856,721,4.2083,198400
-121.42,38.51,15,7901,1422.0,4769,1418,2.8139,90400
-117.8,34.15,14,7876,1253.0,3699,1162,5.5423,248700
-121.94,38.37,14,1156,216.0,574,227,3.2396,143800
-122.01,39.21,52,1989,392.0,985,396,2.5556,75800
-121.41,38.69,28,1601,308.0,848,305,3.6429,105200
-117.97,34.01,33,2006,381.0,1410,346,3.7083,165500
-122.44,38.03,13,4284,1042.0,2146,937,4.1289,179200
-118.37,33.82,32,2815,607.0,1338,609,4.5687,381200
-121.09,40.3,15,1717,336.0,501,206,3.6477,113400
-120.98,37.68,24,705,114.0,347,141,3.1912,149600
-121.06,39.25,17,3127,539.0,1390,520,3.9537,172800
-121.52,38.65,17,1269,233.0,494,231,3.9615,331300
-118.46,34.17,24,2814,675.0,1463,620,4.1875,309300
-121.08,38.93,14,4239,824.0,1729,794,2.4278,167700
-117.69,34.09,28,1437,295.0,724,262,2.725,140200
-117.3,34.54,31,1174,360.0,1161,328,1.06,56500
-117.23,33.21,21,1934,386.0,861,381,3.6181,213800
-118.44,34.09,36,3129,392.0,862,334,15.0001,500001
-122.7,39.14,13,532,111.0,214,62,3.3929,108300
-117.23,33.19,22,2554,447.0,1147,422,3.6346,192500
-118.17,34.12,37,2246,481.0,995,459,4.2944,354700
-121.89,37.35,47,2879,631.0,2229,606,3.2599,183100
-122.46,38.29,35,1762,350.0,686,339,3.5982,271700
-118.48,34.01,40,2198,611.0,1023,567,3.755,398300
-117.94,33.84,28,604,207.0,615,212,3.6214,182100
-117.14,32.8,33,2670,435.0,1256,431,3.9417,179800
-118.31,33.86,29,2243,361.0,1051,352,6.6632,325200
-118.54,34.06,21,3755,525.0,1493,526,11.4233,500001
-118.85,34.14,16,4109,543.0,1409,560,8.1064,423400
-117.14,32.73,26,450,132.0,317,109,4.0,137500
-117.96,33.77,32,4398,905.0,2777,884,4.1321,222800
-120.58,38.77,15,2155,394.0,857,356,4.03,141200
-121.8,38.69,8,3544,691.0,2118,678,3.7477,122200
-118.32,34.2,29,2209,444.0,952,403,4.375,341200
-121.9,37.3,39,3627,666.0,1531,635,4.537,345900
-118.42,34.26,36,973,221.0,1086,218,3.4519,143300
-117.71,33.47,17,2681,454.0,830,410,5.5507,345700
-117.09,32.64,24,3613,973.0,2002,931,1.947,147500
-117.7,33.47,21,1857,399.0,881,380,3.8403,350000
-121.44,37.75,16,2229,458.0,1199,445,3.4821,170600
-117.34,33.46,14,1902,338.0,848,304,5.5395,273300
-121.88,37.27,24,4567,688.0,2102,695,5.6895,289000
-119.93,38.94,27,1709,408.0,97,44,2.4917,200000
-118.39,34.15,29,917,181.0,379,183,3.4612,425000
-119.58,36.83,13,6135,863.0,2473,774,5.4895,156700
-118.39,34.17,40,1696,372.0,835,385,3.6563,222400
-117.97,34.08,8,2027,480.0,1781,447,3.0806,142400
-118.05,33.98,34,2142,390.0,1305,406,4.0379,172800
-121.32,39.13,5,358,65.0,169,59,3.0,162500
-118.21,33.98,35,1705,562.0,2212,539,2.325,161500
-117.34,33.96,15,6437,1298.0,2805,1205,4.1883,184500
-122.7,38.45,26,2011,557.0,855,530,1.125,233300
-121.95,37.39,24,5230,934.0,3795,970,5.4228,264100
-120.97,37.66,24,2930,588.0,1448,570,3.5395,127900
-117.16,34.06,33,2101,468.0,1997,412,2.8125,117200
-117.43,33.96,28,3747,651.0,2399,646,3.8682,116500
-122.62,38.25,24,2388,358.0,1187,362,4.6534,196500
-120.64,34.97,5,2090,469.0,1911,482,2.4318,86100
-117.34,34.08,35,1380,248.0,730,264,3.2305,93700
-120.44,34.64,8,787,126.0,446,133,4.6023,163400
-117.98,33.76,24,1880,405.0,967,418,4.4545,192500
-118.24,33.93,37,1027,258.0,824,248,1.5132,86300
-122.02,37.95,22,3526,510.0,1660,508,5.6642,237000
-118.02,33.71,23,5554,995.0,2408,936,5.3886,331900
-117.71,34.05,20,2281,444.0,1545,481,2.5735,130500
-117.25,33.19,18,1891,306.0,830,279,4.5764,207000
-118.38,33.91,36,2904,515.0,1463,534,5.8374,289600
-122.07,37.37,22,3770,727.0,1657,762,4.8021,457500
-118.27,34.0,43,1258,381.0,1276,358,1.8917,106900
-122.59,38.12,25,7784,1145.0,3445,1166,6.0132,287900
-118.18,34.09,40,2744,708.0,2747,674,2.6226,148800
-118.2,33.96,37,2127,533.0,2021,480,2.9773,164600
-119.75,36.83,15,2793,436.0,1411,441,4.9292,109400
-119.8,36.75,41,1659,466.0,1391,447,1.3527,61200
-117.31,34.51,18,2704,698.0,1611,597,2.0243,82300
-118.38,33.82,35,3053,623.0,1311,589,5.1589,439200
-118.43,34.3,28,271,61.0,246,62,1.7062,164600
-122.01,37.98,25,1476,336.0,777,297,3.5179,165500
-118.37,34.14,21,4670,1161.0,1914,1094,3.7986,367700
-121.4,38.55,19,2497,494.0,748,442,2.925,142400
-122.68,38.46,17,3201,527.0,1244,495,4.7143,202900
-117.64,34.08,35,1254,241.0,729,253,3.495,118000
-121.28,38.67,29,1087,174.0,430,174,4.3625,158800
-118.11,33.77,15,9103,1847.0,3333,1712,5.1508,367300
-121.31,37.81,36,284,53.0,130,47,3.1429,179200
-121.29,38.61,17,13553,2474.0,6544,2359,3.9727,132700
-122.03,37.33,23,4221,671.0,1782,641,7.4863,412300
-117.11,33.83,14,2715,500.0,1540,464,3.8036,139600
-117.94,33.82,24,4735,955.0,2600,868,5.0764,228600
-118.6,34.23,19,8866,2355.0,5005,2194,3.2564,230300
-118.48,34.25,36,1951,395.0,1040,375,5.1619,195300
-119.31,36.2,23,1837,332.0,1064,335,3.1453,74500
-118.41,33.97,43,1464,224.0,581,232,6.2022,365900
-121.39,38.64,33,1503,282.0,652,229,3.6937,99300
-118.24,34.01,43,1456,444.0,2098,433,1.8929,99200
-121.52,38.53,31,3089,585.0,1366,561,4.2885,160300
-121.68,39.11,19,1366,220.0,596,203,4.0625,141700
-118.01,34.09,29,3402,747.0,2331,690,3.6094,179200
-122.03,37.36,28,2490,345.0,948,361,6.4913,411900
-115.56,32.8,28,1672,416.0,1335,397,1.5987,59400
-118.61,34.21,41,1058,228.0,778,245,3.3534,180500
-118.11,33.84,36,1756,297.0,798,287,5.5581,218300
-122.45,37.78,52,3975,716.0,1515,691,5.0156,500001
-117.92,33.75,19,1920,471.0,1413,432,4.0313,147500
-118.35,33.9,22,1127,287.0,697,241,3.3971,220300
-121.14,37.7,29,1343,223.0,751,225,3.2391,187500
-118.3,33.95,27,1774,444.0,1622,402,2.2031,96900
-117.05,32.8,16,1561,378.0,574,350,3.0035,94600
-121.04,37.67,16,19,19.0,166,9,0.536,162500
-121.67,39.37,27,2599,502.0,1241,502,1.9943,86300
-116.94,32.8,21,7906,2292.0,4868,2117,1.8937,109800
-117.24,32.79,17,1149,266.0,403,228,4.1652,241700
-117.67,33.51,18,1645,393.0,1490,355,3.4792,126400
-117.7,33.47,20,1577,363.0,764,333,4.1563,320800
-118.2,34.02,48,2230,593.0,2419,598,2.3944,130700
-118.32,34.02,47,1648,346.0,1120,338,2.0042,114200
-122.3,38.31,34,1797,395.0,1162,407,3.455,137500
-118.44,34.17,29,2685,642.0,1085,599,3.2763,279400
-121.57,39.1,28,1442,333.0,832,286,1.8413,62300
-117.37,34.1,44,2087,447.0,1270,423,2.3889,86100
-122.11,37.71,36,4569,824.0,1950,819,4.65,206800
-118.52,34.16,39,2693,478.0,1219,435,5.17,335400
-118.25,34.01,36,879,262.0,1034,236,1.2857,99300
-120.63,38.73,11,4577,836.0,1944,700,4.0675,140200
-118.14,34.17,34,2384,604.0,2073,540,2.3062,158000
-117.09,32.78,28,1708,393.0,816,393,2.9881,165300
-118.19,33.83,30,2246,552.0,1032,548,3.5871,347100
-118.09,34.17,36,2875,552.0,1131,458,4.3083,269300
-117.97,33.63,25,2482,360.0,960,352,6.1572,344000
-118.31,33.79,35,2290,563.0,1374,530,3.2472,254700
-117.08,32.72,32,2286,468.0,1741,467,3.0446,101900
-117.73,34.07,33,1921,489.0,1430,467,2.3406,122600
-118.18,33.83,52,2569,484.0,1030,451,4.1301,268400
-118.94,35.41,10,3216,526.0,1539,483,6.3639,143000
-118.55,34.19,36,978,170.0,475,192,4.675,222500
-121.17,38.68,37,1252,267.0,686,256,3.0,121900
-118.15,34.13,50,2443,494.0,947,451,4.7344,314700
-122.29,37.92,32,1736,234.0,602,231,6.516,401000
-119.98,38.92,27,2682,606.0,1010,399,3.15,86900
-121.98,37.33,35,1907,326.0,912,313,5.9567,294300
-122.87,38.62,52,1514,348.0,767,354,2.1903,160000
-117.9,33.83,23,2459,689.0,2720,598,2.8072,164700
-119.05,35.44,5,2133,487.0,1182,438,3.0268,77000
-122.27,37.85,52,4076,920.0,1800,815,2.7054,182300
-121.28,37.94,44,1406,357.0,1489,386,1.4688,56800
-119.85,36.77,27,1510,344.0,847,295,2.9315,83200
-118.19,34.08,35,1554,381.0,1487,374,1.9038,139500
-119.4,37.09,22,2211,477.0,773,288,3.3269,102700
-122.07,37.59,13,2578,551.0,1680,528,4.825,222000
-119.76,36.73,39,1553,363.0,1449,341,1.4419,45500
-117.8,33.69,13,1161,289.0,630,296,3.3438,333300
-116.36,33.88,11,12557,3098.0,2453,1232,1.7844,78500
-117.34,33.89,17,2678,394.0,1225,367,5.363,211300
-121.92,37.25,34,2231,360.0,1035,365,4.7917,243200
-121.67,38.85,46,645,131.0,410,122,1.7417,110400
-118.41,33.94,45,2038,394.0,1086,387,4.7375,289600
-122.46,37.74,52,2180,326.0,856,326,5.3961,416900
-118.6,34.21,21,9512,2560.0,7282,2387,2.8039,227500
-118.04,34.08,35,1148,258.0,975,253,4.037,173300
-117.79,33.75,26,2955,377.0,1074,373,9.3845,500001
-121.33,37.98,9,2370,424.0,1129,386,5.143,176500
-118.19,34.08,38,1241,298.0,1055,263,2.3409,115500
-122.68,38.25,29,1315,240.0,650,228,3.8269,306000
-122.18,39.7,23,1658,307.0,836,297,3.35,85400
-118.01,34.11,36,1722,320.0,794,322,4.2132,212200
-119.06,34.36,48,1459,324.0,902,350,2.4185,189900
-119.27,35.89,18,1855,424.0,1839,392,1.7572,53300
-118.33,33.9,21,6603,1984.0,5546,1745,2.6091,163900
-118.47,34.27,17,1444,282.0,523,270,2.7353,192400
-117.07,32.67,28,2758,623.0,2179,631,2.3814,112300
-120.65,35.29,36,1940,315.0,850,298,3.1818,249600
-122.22,37.44,32,4281,501.0,1318,484,15.0001,500001
-118.2,34.19,38,2176,266.0,798,243,15.0001,500001
-117.46,33.92,21,713,142.0,476,142,3.5208,121100
-118.46,34.25,33,2202,433.0,1135,407,4.2143,224200
-118.37,33.86,28,2685,581.0,1243,529,4.119,324000
-118.16,33.89,6,1655,536.0,1201,487,1.7344,145800
-117.23,32.72,38,2827,581.0,972,558,3.2361,500001
-123.08,41.26,34,2773,679.0,1066,424,1.6757,63300
-118.03,33.7,15,3244,421.0,1259,413,7.7854,395300
-120.91,37.66,36,1320,255.0,720,232,2.6523,76300
-118.11,33.96,29,2784,582.0,1278,550,4.3882,261600
-117.07,33.12,12,2453,599.0,1251,529,2.4122,127000
-120.49,35.35,17,3043,608.0,1457,545,3.1641,158600
-121.64,36.74,30,2628,444.0,1372,432,4.1696,175000
-116.87,32.72,13,3268,491.0,1431,503,5.7652,259900
-121.48,38.59,52,1186,341.0,1038,320,1.6116,70500
-117.73,34.09,36,1543,297.0,1355,303,3.5313,117800
-121.02,39.01,17,4786,799.0,2066,770,3.9734,185400
-118.26,33.94,41,1510,410.0,1408,389,1.65,94200
-120.86,37.76,32,964,198.0,623,201,3.0917,88900
-120.81,37.53,15,570,123.0,189,107,1.875,181300
-118.89,34.22,20,3878,665.0,1651,591,5.5402,264600
-117.25,33.05,16,2794,476.0,1387,442,4.3286,213400
-122.06,37.86,16,5187,1014.0,1512,986,4.4551,252400
-119.19,34.16,34,2610,466.0,1543,433,3.9722,189000
-122.43,37.79,24,2459,1001.0,1362,957,2.6782,450000
-117.17,33.66,2,7401,1187.0,2826,839,4.1386,177300
-118.35,34.05,47,2815,679.0,1533,594,2.5806,234100
-122.9,39.09,15,2483,544.0,835,380,1.9141,143200
-117.19,34.05,33,1688,313.0,808,298,3.2188,117800
-119.71,34.4,36,1846,358.0,748,329,4.2283,326800
-119.69,34.43,43,1257,311.0,671,263,2.875,280600
-118.36,34.13,36,6871,1180.0,2216,1130,8.0499,495600
-118.38,33.87,27,2287,491.0,1101,466,4.675,316900
-121.86,37.34,29,5274,1625.0,6234,1639,2.5947,177300
-120.43,38.02,15,1613,299.0,655,251,3.6875,186000
-117.66,34.05,36,2341,520.0,2138,523,2.3347,104000
-117.39,33.97,48,1915,348.0,1060,376,3.4044,117900
-122.28,37.83,52,1511,390.0,901,403,1.4103,103900
-117.25,33.01,16,3892,520.0,1454,524,7.7317,396000
-122.49,37.7,36,1946,340.0,828,313,5.2811,287700
-117.23,32.8,27,1297,355.0,776,337,2.4643,244400
-117.92,33.63,39,1469,226.0,553,225,7.8496,490800
-117.11,32.7,33,1980,488.0,1626,428,1.4856,86400
-117.12,32.7,37,1361,348.0,1398,328,1.1681,78100
-118.34,34.0,49,2863,411.0,1108,406,5.8993,313300
-122.11,37.38,36,3598,500.0,1296,533,7.8177,500001
-120.48,35.02,17,2721,477.0,1672,492,2.9798,204800
-122.05,36.97,20,2428,473.0,1145,454,3.6797,263800
-119.66,34.43,27,5509,1059.0,2591,979,3.8456,500001
-117.08,32.83,7,13703,2352.0,4446,1856,6.4335,260600
-122.1,37.36,35,2063,266.0,676,252,8.5294,500001
-121.73,38.55,34,1717,393.0,1224,387,2.7917,130800
-117.59,34.1,17,3646,1035.0,1987,895,2.3603,139300
-118.29,33.93,41,896,198.0,605,168,2.2778,128100
-118.53,34.44,19,3013,507.0,1356,484,5.1163,233200
-117.53,33.94,21,5675,935.0,2834,865,4.2263,203200
-122.88,38.46,25,1563,314.0,737,305,2.5687,249200
-116.97,33.75,22,3740,965.0,2011,824,1.3039,77500
-118.22,33.92,23,926,409.0,1856,408,2.1366,100000
-117.96,33.7,23,4417,740.0,1865,693,5.3428,279300
-122.03,38.28,15,5114,833.0,2418,778,4.4882,144000
-122.49,37.75,48,2387,424.0,1041,408,3.7562,321200
-117.68,35.63,18,4334,641.0,1777,661,6.0653,105300
-118.83,34.14,16,1956,312.0,671,319,6.4001,321800
-118.06,34.58,36,1493,258.0,899,260,3.86,109300
-119.02,35.35,42,1239,251.0,776,272,1.983,63300
-121.89,38.01,30,4114,743.0,1994,722,4.2227,134400
-117.92,33.79,29,3692,969.0,2683,881,3.1726,198700
-117.93,34.01,33,1733,361.0,1757,375,4.2266,153800
-117.92,33.94,30,2506,394.0,1255,421,4.7813,198200
-122.63,38.26,7,7808,1390.0,3551,1392,4.6069,202300
-118.31,34.05,35,2007,571.0,1513,554,2.1162,229200
-117.01,32.83,17,15401,3280.0,7302,3176,3.3067,121900
-122.07,37.4,16,3352,813.0,1440,729,3.7359,262500
-117.83,33.66,16,1574,385.0,515,363,5.3423,291700
-118.33,34.2,23,7179,1985.0,4757,1924,3.1051,206500
-117.71,33.54,7,4907,577.0,1883,556,10.4415,453800
-118.38,33.81,39,2400,373.0,877,372,5.7361,500001
-122.26,37.77,52,1565,315.0,637,297,4.7778,351800
-118.35,34.1,18,4109,1301.0,2103,1116,2.325,250000
-118.09,33.9,33,3326,720.0,2533,689,3.1441,176300
-121.96,37.28,28,5018,1066.0,2846,998,4.0174,273900
-121.05,37.64,33,1438,237.0,569,208,3.3516,150000
-117.59,34.09,16,2401,465.0,1757,500,3.9755,120400
-123.75,40.11,35,2052,477.0,900,402,1.9625,101500
-122.4,37.71,40,1883,397.0,1411,438,3.0469,238000
-117.94,34.03,35,1499,289.0,1112,268,3.83,149000
-115.9,33.34,19,1210,248.0,329,155,1.7857,62800
-122.2,37.79,35,1802,459.0,1009,390,2.3036,126000
-117.96,34.0,34,2777,540.0,1954,522,4.5163,183800
-118.11,33.87,15,3254,598.0,1772,618,5.0417,240800
-121.38,36.84,6,3769,669.0,2061,648,4.1875,217600
-118.08,33.82,26,4259,588.0,1644,581,6.2519,345700
-118.11,33.82,37,1987,347.0,1095,357,4.3203,232800
-122.09,37.89,35,880,139.0,352,132,6.8686,406500
-121.01,37.25,16,2216,458.0,1135,424,2.7316,97500
-121.0,37.64,52,530,177.0,325,158,1.1875,90600
-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,301500
-119.08,35.32,8,11609,2141.0,5696,2100,5.0012,106300
-117.59,33.66,4,1318,218.0,673,225,6.0722,260800
-116.92,32.85,23,1378,269.0,767,266,4.0625,145000
-121.68,36.9,13,833,130.0,405,127,5.2729,322900
-117.1,32.69,11,3071,911.0,2812,774,1.2413,83100
-118.0,33.95,35,1431,210.0,505,213,6.8109,401000
-117.09,32.76,44,1139,214.0,470,217,3.5481,203100
-118.38,34.21,38,1363,395.0,1798,405,2.3182,171200
-118.35,34.28,30,3214,513.0,1700,533,4.6944,248200
-117.91,33.91,32,1530,301.0,666,276,4.125,230200
-117.74,34.05,30,1185,317.0,1466,302,2.625,94300
-118.06,33.86,16,5603,938.0,3045,893,5.0778,293700
-120.48,34.9,20,3842,630.0,2490,662,3.0559,120100
-118.4,33.87,34,3145,786.0,1352,727,5.0976,469800
-121.3,38.59,25,3002,718.0,1660,613,2.1116,89600
-123.0,38.51,33,1565,390.0,759,311,2.6726,153100
-122.24,40.19,29,1912,336.0,859,325,3.7,70500
-121.35,38.0,6,1649,369.0,732,350,3.4231,123800
-117.78,34.05,39,2933,590.0,1886,550,3.9224,131300
-118.22,33.92,32,1263,333.0,1789,346,1.9957,89300
-121.88,36.58,29,4910,871.0,3438,904,4.0432,450000
-117.32,34.12,39,2210,498.0,1752,477,1.4066,66400
-122.35,38.3,18,3735,557.0,1504,521,5.6304,243100
-118.42,33.98,3,475,155.0,236,153,3.6667,450000
-117.34,34.08,33,4924,1007.0,3502,953,3.233,99400
-118.39,34.09,27,4312,1214.0,1634,1097,3.6207,362500
-120.56,38.39,20,1326,307.0,563,237,2.6667,86600
-122.27,37.85,47,2077,400.0,719,326,2.2431,172700
-119.77,36.76,43,1945,413.0,1492,422,1.5174,54600
-118.38,33.88,27,3039,606.0,1421,564,5.5771,345500
-117.97,34.01,33,3530,700.0,2959,679,3.7459,152900
-122.06,37.88,34,4781,703.0,1879,714,6.5378,340900
-117.76,34.04,36,2242,448.0,2052,447,3.4464,113000
-117.28,33.2,11,1472,261.0,1012,285,4.21,175600
-117.33,34.08,35,2240,423.0,1394,396,3.1799,86700
-117.87,34.09,31,1484,327.0,927,317,3.6484,189600
-123.07,39.12,24,1098,193.0,353,145,3.8333,92600
-122.41,37.75,52,2524,559.0,1430,476,3.4073,254700
-121.78,38.68,43,3766,847.0,1855,817,2.3468,119400
-117.8,34.1,13,2996,495.0,1187,464,6.2456,161700
-118.29,34.0,52,1319,295.0,898,271,2.7727,128600
-122.27,37.88,52,1693,391.0,669,367,3.5417,287500
-121.98,37.36,35,1293,223.0,701,216,7.8543,281900
-118.36,33.91,41,2048,439.0,1191,429,3.8,222500
-122.92,39.05,16,1548,295.0,605,250,3.5652,119000
-119.64,37.31,15,2654,530.0,1267,489,2.8393,104400
-121.82,37.98,13,3995,605.0,1969,607,5.0164,165200
-121.98,37.96,12,5048,1122.0,2209,1014,3.1573,126700
-121.86,36.6,31,1044,285.0,762,301,3.038,195300
-122.43,37.73,52,1386,276.0,729,274,3.6694,275500
-119.2,34.28,22,2362,601.0,1127,499,3.4006,219400
-119.71,34.41,18,1225,317.0,694,306,3.6823,255000
-118.18,34.11,33,1523,391.0,753,298,2.6591,183800
-122.94,38.64,26,4050,712.0,2072,636,4.0781,287800
-123.88,40.93,28,1272,259.0,519,220,3.2891,106300
-118.44,34.04,49,32,7.0,14,7,2.1875,225000
-118.38,33.84,25,5775,1149.0,2637,1117,5.4968,379800
-118.16,34.2,43,1810,343.0,988,307,3.8203,176000
-120.28,38.07,13,1996,410.0,618,218,2.9083,104600
-120.98,38.34,27,3471,653.0,1793,600,3.5508,99100
-121.61,37.86,30,1428,287.0,989,287,3.691,154400
-122.34,37.59,44,1395,269.0,736,288,5.6206,386400
-117.76,33.72,15,941,266.0,366,248,4.3636,148400
-121.62,36.43,20,1335,290.0,717,243,4.7891,230600
-122.32,37.69,48,592,122.0,340,143,5.966,315200
-121.39,38.62,45,2696,624.0,1059,582,1.8176,160900
-122.16,37.17,35,6422,1380.0,2755,1064,5.0165,202300
-118.47,34.29,18,4256,987.0,3401,955,4.2935,190000
-118.07,34.1,34,2253,522.0,1262,511,3.4375,259800
-121.57,39.16,21,1872,302.0,870,301,3.725,84700
-118.04,33.99,36,3531,754.0,1613,697,3.2359,198600
-119.93,38.72,15,2061,465.0,573,196,2.2417,97900
-118.4,33.87,38,2398,431.0,911,392,5.2319,500001
-121.06,39.04,14,1651,279.0,633,261,4.2802,194800
-118.45,34.28,38,1527,332.0,1303,340,3.5714,152000
-121.63,39.12,34,1991,348.0,804,344,3.4492,98800
-118.9,34.17,14,4719,734.0,1880,731,5.3558,313800
-121.43,38.55,44,3514,714.0,1509,656,2.7333,100100
-118.31,34.11,52,1875,303.0,735,293,5.8659,433300
-121.33,37.96,20,1727,386.0,730,342,2.5195,92600
-118.31,34.09,36,787,420.0,1506,360,1.2412,216700
-120.41,34.87,15,1534,251.0,761,240,4.9028,193600
-118.33,33.89,39,1880,361.0,982,357,4.1953,226900
-117.29,34.06,7,1971,403.0,1336,423,4.5066,111500
-117.19,32.81,33,5226,833.0,2221,839,5.1491,207000
-119.09,35.35,14,2113,256.0,842,265,8.5325,224100
-122.38,37.91,18,3507,711.0,1224,676,5.0524,269800
-118.08,33.89,28,1035,275.0,1545,269,3.0357,123400
-117.92,34.59,7,681,125.0,485,104,2.7396,125600
-120.97,37.63,39,2360,607.0,2047,605,1.7054,58800
-122.18,37.7,36,2639,533.0,1209,519,4.0268,205500
-117.72,34.09,33,4979,934.0,2575,874,3.7958,152500
-119.44,36.59,32,1153,236.0,761,241,2.825,67600
-118.45,33.96,24,3097,791.0,1075,639,5.723,500001
-121.05,39.2,48,1759,389.0,716,350,2.3125,108300
-120.7,35.76,15,1914,425.0,1130,421,2.2165,90600
-118.25,33.92,44,1737,363.0,1184,343,2.5363,95900
-121.98,38.25,4,2487,440.0,1545,452,4.9103,140400
-118.28,33.99,52,1283,342.0,1363,329,2.5848,101900
-121.49,38.56,35,1521,457.0,987,455,1.9013,86900
-120.35,37.86,25,287,57.0,118,50,2.3056,162500
-118.05,33.93,31,894,203.0,883,190,3.6771,141500
-122.38,40.58,34,1262,267.0,520,259,1.6983,72600
-120.44,34.97,22,1619,360.0,1509,384,1.7941,110300
-118.86,34.21,26,3354,659.0,2020,648,4.1576,211800
-117.97,33.73,18,3698,574.0,2046,614,6.2984,269800
-120.47,34.66,4,3376,525.0,1684,535,4.9237,166600
-118.29,34.05,18,3585,1661.0,5229,1534,1.847,250000
-118.31,33.89,37,2278,508.0,1257,498,3.7639,220600
-122.01,37.18,37,3852,652.0,1534,567,5.8596,318700
-117.08,33.12,43,107,44.0,107,48,0.7054,137500
-117.92,33.8,17,1317,256.0,679,272,4.6696,159500
-121.45,38.56,52,3420,555.0,1301,530,4.0417,173800
-118.43,34.04,52,2425,435.0,962,412,5.8587,494700
-122.17,37.45,35,1025,242.0,388,232,5.1995,500001
-122.18,37.8,34,1355,195.0,442,195,6.2838,318200
-121.43,37.75,34,1280,268.0,754,294,3.1333,132000
-123.58,39.66,15,1839,489.0,887,332,2.2429,100000
-117.89,34.07,32,2374,450.0,1580,427,3.8837,200300
-118.05,34.11,42,3677,627.0,1779,622,5.1509,426500
-122.27,40.39,26,1833,422.0,939,408,1.3571,59000
-117.96,33.71,19,4328,849.0,2243,808,5.5702,342600
-118.48,34.0,52,1359,395.0,521,368,2.6736,500001
-117.85,33.8,40,1461,286.0,1322,264,4.3269,194100
-117.2,34.04,23,1762,267.0,1132,279,5.9915,153200
-117.88,33.74,19,2261,642.0,3545,635,2.5224,148500
-116.96,33.73,20,4735,973.0,2306,904,3.069,87000
-121.91,37.31,16,2962,898.0,1555,795,2.5804,216300
-121.29,38.65,27,2744,464.0,1340,452,3.8816,147300
-117.11,32.74,25,2846,644.0,2272,632,2.2,98700
-121.4,38.56,22,2623,357.0,838,368,7.143,327800
-122.46,37.71,52,1580,337.0,1425,330,4.0547,246200
-122.24,37.85,52,2612,365.0,901,367,7.2354,391100
-118.03,34.06,36,1018,305.0,1307,292,2.1453,162100
-118.44,34.07,26,3535,748.0,1322,666,7.1674,500001
-117.12,33.61,2,2569,431.0,1232,388,4.3651,145600
-119.12,36.54,30,2747,515.0,1368,453,2.9828,85200
-117.09,32.62,37,1925,428.0,1344,426,2.4866,129700
-121.05,39.23,20,1634,374.0,1053,390,1.5313,154900
-119.29,36.35,15,1740,319.0,1332,308,2.5743,60200
-118.46,34.23,20,4609,1499.0,5349,1377,2.7121,169400
-118.59,34.47,5,538,98.0,8733,105,4.2391,154600
-117.77,34.1,50,2388,494.0,1241,459,2.8818,167200
-118.37,34.22,17,1787,463.0,1671,448,3.5521,151500
-118.86,34.19,29,1326,185.0,586,187,6.5474,422900
-115.54,32.97,41,2429,454.0,1188,430,3.0091,70800
-117.31,34.15,34,2037,385.0,1195,391,3.9231,96000
-116.82,34.24,11,5799,1527.0,713,262,2.5147,84700
-121.26,38.13,38,1419,411.0,1226,397,2.2188,68800
-118.41,33.75,4,311,51.0,128,46,9.8091,500001
-121.9,38.0,14,1930,363.0,990,322,4.1094,162200
-120.47,37.29,16,749,222.0,1277,224,1.2054,60900
-119.23,36.45,36,1508,323.0,1283,312,2.1205,60000
-116.96,32.81,8,2378,638.0,1410,623,2.9097,152500
